"","k","epsilon","LossL1","LossL2","LossLinf","LossKnorm"
"1",2,0.1,151.133646884616,188.597584124338,132.728671064011,9.34979840434866
"2",2,0.5,30.2267293769232,37.7195168248677,26.5457342128022,1.86995968086973
"3",2,1,15.1133646884616,18.8597584124338,13.2728671064011,0.934979840434867
"4",3,0.1,264.046701595015,360.048167693676,451.351110337847,44.1348725269443
"5",3,0.5,52.8093403190031,72.0096335387353,90.2702220675693,8.82697450538887
"6",3,1,26.4046701595015,36.0048167693676,45.1351110337847,4.41348725269443
