"","k","epsilon","LossL1","LossL2","LossLinf","LossKnorm"
"1",2,0.1,142.748264669452,190.710875030017,139.596276851589,8.41386433283846
"2",2,0.5,28.5496529338903,38.1421750060035,27.9192553703178,1.68277286656769
"3",2,1,14.2748264669452,19.0710875030017,13.9596276851589,0.84138643328385
"4",3,0.1,262.499710154821,330.539456427481,489.016842774675,55.8745050165794
"5",3,0.5,52.4999420309641,66.1078912854963,97.803368554935,11.1749010033159
"6",3,1,26.2499710154821,33.0539456427481,48.9016842774675,5.58745050165794
